,title,release_date,colored,genre,language,country,rating,lead_actor,director_name,lead_actor_fb_likes,cast_fb_likes,director_fb_likes,movie_fb_likes,imdb_score,total_reviews,duration,revenue_eur,budget_eur
2966,Bad Teacher,2011-02-11,True,Comedy,English,United States of America,R,Justin Timberlake,Jake Kasdan,3000.0,5547,52,16000,5.7,286.0,97.0,82254454.19502993,16402854.09661281
2967,Battle Los Angeles,2011-05-02,True,Action,English,United States of America,PG-13,Noel Fisher,Jonathan Liebesman,833.0,4001,473,25000,5.8,355.0,116.0,68524915.11523004,57409989.33814483
2968,Beastly,2011-06-03,True,Drama,English,United States of America,PG-13,Alex Pettyfer,Daniel Barnz,15000.0,17396,33,16000,5.6,148.0,86.0,22844989.748216186,13942425.982120888
2969,Bernie,2011-01-29,True,Comedy,English,United States of America,PG-13,Matthew McConaughey,Richard Linklater,11000.0,11328,0,15000,6.8,231.0,99.0,7547930.779955711,4100713.5241532023
2970,"Big Mommas: Like Father, Like Son",2011-07-28,True,Action,English,United States of America,PG-13,Brandon T. Jackson,John Whitesell,918.0,3500,14,0,4.4,88.0,113.0,31093148.52784384,26244566.554580495
2971,Bridesmaids,2011-10-30,True,Comedy,English,United States of America,R,Matt Lucas,Paul Feig,722.0,3229,176,27000,6.8,371.0,131.0,138667058.96826047,26654637.906995814
2972,Bucky Larson: Born to Be a Star,2011-03-07,True,Comedy,English,United States of America,R,Don Johnson,Tom Brady,982.0,2603,105,0,3.3,49.0,97.0,1912013.450340359,8201427.048306405
2973,Captain America: The First Avenger,2011-10-28,True,Action,English,United States of America,PG-13,Chris Evans,Joe Johnston,11000.0,19761,394,46000,6.9,510.0,124.0,144867396.04691213,114819978.67628966
2974,Cars 2,2011-05-27,True,Adventure,English,United States of America,G,Joe Mantegna,John Lasseter,1000.0,4482,487,10000,6.3,304.0,106.0,157017038.46469283,164028540.96612808
2975,Colombiana,2011-11-01,True,Action,English,France,PG-13,Jordi MollÃ ,Olivier Megaton,877.0,3432,118,15000,6.4,201.0,112.0,36665854.0,40000000.0
2976,Contagion,2011-09-11,True,Drama,English,United States of America,PG-13,Matt Damon,Steven Soderbergh,13000.0,13634,0,42000,6.6,436.0,106.0,62034563.274009675,49208562.289838426
2977,Courageous,2011-11-06,True,Drama,English,United States of America,PG-13,Ben Davies,Alex Kendrick,690.0,2300,589,10000,7.0,34.0,129.0,28313147.707701135,1640285.409661281
2978,"Crazy, Stupid, Love.",2011-12-05,True,Comedy,English,United States of America,PG-13,Ryan Gosling,Glenn Ficarra,33000.0,57426,43,44000,7.4,310.0,118.0,69092821.29090461,41007135.24153202
2979,Diary of a Wimpy Kid: Rodrick Rules,2011-11-17,True,Comedy,English,United States of America,PG,Zachary Gordon,David Bowers,975.0,3567,42,0,6.6,103.0,99.0,43214146.64151562,17222996.80144345
2980,Dolphin Tale,2011-03-26,True,Drama,English,United States of America,PG,Morgan Freeman,Charles Martin Smith,11000.0,14209,188,0,6.9,131.0,113.0,59279660.46092019,30345280.078733698
2981,Dream House,2011-02-18,True,Drama,English,United States of America,PG-13,Naomi Watts,Jim Sheridan,6000.0,8018,260,0,6.0,174.0,84.0,17455458.049700648,45107848.76568522
2982,Drive,2011-02-10,True,Crime,English,United States of America,R,Ryan Gosling,Nicolas Winding Refn,33000.0,34337,0,81000,7.8,676.0,100.0,28750027.884851962,12302140.572459606
2983,Drive Angry,2011-09-13,True,Action,English,United States of America,R,Nicolas Cage,Patrick Lussier,12000.0,16481,71,15000,5.5,296.0,104.0,8781092.430082833,41007135.24153202
2984,Extremely Loud & Incredibly Close,2011-07-27,True,Adventure,English,United States of America,PG-13,Tom Hanks,Stephen Daldry,15000.0,15595,335,39000,6.9,283.0,129.0,26110674.157303367,32805708.19322562
2985,Fast Five,2011-12-07,True,Action,English,United States of America,PG-13,Paul Walker,Justin Lin,23000.0,55345,681,54000,7.3,342.0,132.0,172070044.28770605,102517838.10383005
2986,Final Destination 5,2011-03-07,True,Horror,English,United States of America,R,Emma Bell,Steven Quale,703.0,3074,77,20000,5.9,277.0,92.0,34918164.52062658,32805708.19322562
2987,Fort McCoy,2011-12-14,True,Drama,English,United States of America,R,Johnny Pacar,Kate Connor,1000.0,4374,27,348,5.9,8.0,100.0,60426.47420651193,2460428.1144919214
2988,Friends with Benefits,2011-07-12,True,Comedy,English,United States of America,R,Mila Kunis,Will Gluck,15000.0,20956,87,41000,6.6,238.0,109.0,45766221.602558844,28704994.669072416
2989,Fright Night,2011-07-08,True,Comedy,English,United States of America,R,Grace Phipps,Craig Gillespie,596.0,1393,44,23000,6.4,358.0,106.0,15007503.485606493,24604281.144919213
2990,Ghost Rider: Spirit of Vengeance,2011-10-26,True,Action,English,United States of America,PG-13,Nicolas Cage,Mark Neveldine,12000.0,16121,83,18000,4.3,287.0,96.0,42462070.04018699,46748134.17534651
2991,Glee: The 3D Concert Movie,2011-06-23,True,Documentary,English,United States of America,PG,Lea Michele,Kevin Tancharoen,2000.0,4617,64,0,5.4,67.0,84.0,9727580.579020748,7381284.343475764
2992,Go for It!,2011-11-28,True,Drama,English,United States of America,PG-13,Jossara Jinaro,Carmen Marron,847.0,1668,29,566,3.9,8.0,105.0,146591.48691872385,2009349.6268350692
2993,Green Lantern,2011-07-15,True,Action,English,United States of America,PG-13,Ryan Reynolds,Martin Campbell,16000.0,17657,258,24000,5.6,436.0,123.0,95623055.03157549,164028540.96612808
2994,Hall Pass,2011-09-12,True,Comedy,English,United States of America,R,Jenna Fischer,Bobby Farrelly,966.0,3393,101,10000,5.9,237.0,111.0,36943358.484376274,29525137.373903055
2995,Hanna,2011-06-13,True,Action,English,United States of America,PG-13,Jessica Barden,Joe Wright,157.0,257,456,38000,6.8,417.0,111.0,33008703.35438366,24604281.144919213
2996,Happy Feet 2,2011-08-14,True,Animation,English,Australia,PG,Robin Williams,George Miller,49000.0,62644,750,0,5.9,156.0,100.0,39897953.737764195,84169836.02468981
2997,Haywire,2011-04-25,True,Action,English,Ireland,R,Channing Tatum,Steven Soderbergh,17000.0,31187,0,0,5.8,394.0,93.0,18934858.0,23000000.0
2998,Headhunters,2011-10-25,True,Crime,Norwegian,Norway,R,Aksel Hennie,Morten Tyldum,286.0,385,77,23000,7.6,284.0,100.0,113859.26856186018,2882749.172279941
2999,Hobo with a Shotgun,2011-06-17,True,Action,English,Canada,Unrated,Gregory Smith,Jason Eisener,694.0,1249,59,37000,6.1,272.0,86.0,449030.4036791006,1916198.2626469084
3000,Hoodwinked Too! Hood vs. Evil,2011-06-01,True,Animation,English,United States of America,PG,Amy Poehler,Mike Disa,1000.0,5393,6,0,4.8,77.0,86.0,8311944.558353152,24604281.144919213
3001,Hop,2011-04-09,True,Adventure,English,United States of America,PG,Gary Cole,Tim Hill,989.0,2558,25,0,5.5,156.0,95.0,88585393.25842696,51668990.40433035
3002,Horrible Bosses,2011-12-03,True,Comedy,English,United States of America,R,Kevin Spacey,Seth Gordon,18000.0,18669,91,31000,6.9,340.0,106.0,96390261.62552284,28704994.669072416
3003,Hugo,2011-06-14,True,Adventure,English,United States of America,PG,ChloÃ« Grace Moretz,Martin Scorsese,17000.0,36017,17000,42000,7.5,682.0,126.0,60543011.56401213,139424259.82120886
3004,I Am Number Four,2011-01-12,True,Action,English,United States of America,PG-13,Alex Pettyfer,D.J. Caruso,15000.0,15608,154,27000,6.1,288.0,109.0,45183982.61297465,49208562.289838426
3005,I Don't Know How She Does It,2011-03-07,True,Comedy,English,United States of America,PG-13,Olivia Munn,Douglas McGrath,2000.0,5470,41,0,4.9,169.0,89.0,7905554.006397112,19683424.91593537
3006,Immortals,2011-11-23,True,Action,English,United States of America,R,Henry Cavill,Tarsem Singh,15000.0,16691,763,30000,6.1,284.0,110.0,68484508.32444845,61510702.862298034
3007,In the Land of Blood and Honey,2011-11-23,True,Drama,Bosnian,United States of America,R,Jelena Jovanova,Angelina Jolie Pitt,306.0,796,11000,0,4.3,110.0,127.0,247113.09767899613,10661855.162798326
3008,In Time,2011-10-08,True,Action,English,United States of America,PG-13,Matt Bomer,Andrew Niccol,20000.0,34011,487,52000,6.7,360.0,109.0,30799583.36750594,32805708.19322562
3009,J. Edgar,2011-02-27,True,Biography,English,United States of America,R,Leonardo DiCaprio,Clint Eastwood,29000.0,36258,16000,16000,6.6,392.0,137.0,30595382.5965718,28704994.669072416
3010,Jack and Jill,2011-09-29,True,Comedy,English,United States of America,PG,Al Pacino,Dennis Dugan,14000.0,27405,221,0,3.4,156.0,91.0,60820271.46723529,64791273.6816206
3011,"Jeff, Who Lives at Home",2011-05-30,True,Comedy,English,United States of America,R,Judy Greer,Jay Duplass,2000.0,3374,157,0,6.5,182.0,83.0,3480812.761420487,8201427.048306405
3012,Johnny English Reborn,2011-06-28,True,Action,English,United States of America,PG,Daniel Kaluuya,Oliver Parker,219.0,661,32,17000,6.3,152.0,101.0,6667313.212498974,36906421.71737882
3013,Jumping the Broom,2011-10-22,True,Comedy,English,United States of America,PG-13,Gary Dourdan,Salim Akil,1000.0,5959,70,0,5.7,52.0,112.0,30587545.31288444,5412941.851882227
3014,Just Go with It,2011-08-02,True,Comedy,English,United States of America,PG-13,Adam Sandler,Dennis Dugan,11000.0,16325,221,19000,6.4,204.0,117.0,84497751.98884605,65611416.38645124
3015,Justin Bieber: Never Say Never,2011-09-09,True,Documentary,English,United States of America,G,Usher Raymond,Jon M. Chu,569.0,714,209,62000,1.6,84.0,115.0,59871190.0270647,10661855.162798326
3016,Kill List,2011-11-06,True,Crime,English,United Kingdom,Unrated,MyAnna Buring,Ben Wheatley,513.0,1269,214,0,6.3,255.0,95.0,29285.594966312157,556823.876607829
3017,Killer Elite,2011-08-25,True,Action,English,United Kingdom,R,Jason Statham,Gary McKendry,26000.0,49608,5,17000,6.5,189.0,116.0,27945439.055626705,38977671.36254802
3018,Killer Joe,2011-03-26,True,Crime,English,United States of America,R,Matthew McConaughey,William Friedkin,11000.0,11853,607,12000,6.7,376.0,98.0,1630248.5032395634,9021569.753137045
3019,Kung Fu Panda 2,2011-09-04,True,Action,English,United States of America,PG,Angelina Jolie Pitt,Jennifer Yuh Nelson,11000.0,21015,90,20000,7.3,284.0,90.0,135512393.17641267,123021405.72459607
3020,L!fe Happens,2011-09-10,True,Comedy,English,United States of America,R,Justin Kirk,Kat Coiro,945.0,2924,28,995,5.7,18.0,100.0,16555.400639711308,762732.7154924956
3021,Larry Crowne,2011-02-02,True,Comedy,English,United States of America,PG-13,Tom Hanks,Tom Hanks,15000.0,16827,15000,0,6.1,218.0,98.0,29169174.936438937,24604281.144919213
3022,Le Havre,2011-04-06,True,Comedy,French,Finland,Unrated,Jean-Pierre LÃ©aud,Aki KaurismÃ¤ki,232.0,391,592,0,7.2,205.0,93.0,611709.0,3850000.0
3023,Like Crazy,2011-12-22,True,Drama,English,United States of America,PG-13,Jennifer Lawrence,Drake Doremus,34000.0,34983,52,12000,6.7,206.0,90.0,2778815.713934224,205035.67620766012
3024,Machine Gun Preacher,2011-10-01,True,Action,English,United States of America,R,Gerard Butler,Marc Forster,18000.0,19620,395,21000,6.8,134.0,129.0,440892.31526285567,24604281.144919213
3025,Margaret,2011-08-20,True,Drama,English,United States of America,R,Matt Damon,Kenneth Lonergan,13000.0,14638,50,0,6.5,116.0,186.0,38132.53506110063,11481997.867628966
3026,Margin Call,2011-09-14,True,Biography,English,United States of America,R,Kevin Spacey,J.C. Chandor,18000.0,22834,78,21000,7.1,290.0,107.0,4391076.027228737,2870499.4669072414
3027,Mars Needs Moms,2011-06-15,True,Action,English,United States of America,PG,Elisabeth Harnois,Simon Wells,921.0,2652,25,0,5.4,132.0,88.0,17534089.231526285,123021405.72459607
3028,Melancholia,2011-08-25,True,Drama,English,Denmark,R,Alexander SkarsgÃ¥rd,Lars von Trier,10000.0,15835,3000,50000,7.1,439.0,130.0,407300.81060371833,994770.732231916
3029,Midnight in Paris,2011-11-12,True,Comedy,English,Spain,PG-13,Kurt Fuller,Woody Allen,617.0,1289,11000,78000,7.7,487.0,94.0,56816662.0,17000000.0
3030,Mission: Impossible - Ghost Protocol,2011-07-20,True,Action,English,United States of America,PG-13,Tom Cruise,Brad Bird,10000.0,21768,663,35000,7.4,432.0,133.0,171709112.60559335,118920692.20044287
3031,Moneyball,2011-10-14,True,Biography,English,United States of America,PG-13,Philip Seymour Hoffman,Bennett Miller,22000.0,53094,152,27000,7.6,419.0,133.0,62007292.70893135,41007135.24153202
3032,Monte Carlo,2011-03-22,True,Adventure,English,Hungary,PG,Leighton Meester,Thomas Bezucha,3000.0,4257,15,6000,5.8,94.0,109.0,64098.50948509485,55306.67551573475
3033,Mr. Popper's Penguins,2011-03-21,True,Comedy,English,United States of America,PG,Madeline Carroll,Mark Waters,1000.0,2820,70,14000,6.0,189.0,94.0,55948528.663987525,45107848.76568522
3034,My Week with Marilyn,2011-04-23,True,Biography,English,United Kingdom,R,Eddie Redmayne,Simon Curtis,13000.0,17204,64,17000,7.0,386.0,99.0,16256367.28102901,7127345.62058021
3035,New Year's Eve,2011-10-06,True,Comedy,English,United States of America,PG-13,Robert De Niro,Garry Marshall,22000.0,23456,0,20000,5.7,200.0,113.0,44731013.69638316,45927991.47051586
3036,Newlyweds,2011-10-26,True,Comedy,English,United States of America,Unrated,Kerry BishÃ©,Edward Burns,296.0,690,0,413,6.4,14.0,95.0,3759.5341589436557,7381.284343475764
3037,No Strings Attached,2011-10-26,True,Comedy,English,United States of America,R,Natalie Portman,Ivan Reitman,20000.0,22739,425,24000,6.2,245.0,108.0,57923387.189370945,20503567.62076601
3038,One Day,2011-11-07,True,Drama,English,United States of America,PG-13,Anne Hathaway,Lone Scherfig,11000.0,17627,92,49000,7.0,221.0,107.0,11290095.956696464,12302140.572459606
3039,Our Idiot Brother,2011-08-06,True,Comedy,English,United States of America,R,Zooey Deschanel,Jesse Peretz,11000.0,15710,37,11000,6.4,179.0,90.0,20347368.982202902,4100713.5241532023
3040,Paranormal Activity 3,2011-04-09,True,Horror,English,United States of America,R,Johanna Braddy,Henry Joost,581.0,2371,24,24000,5.8,251.0,94.0,85301261.37948002,4100713.5241532023
3041,Paul,2011-01-16,True,Adventure,English,United States of America,R,Bobby Lee,Greg Mottola,176.0,390,99,42000,7.0,342.0,109.0,30649868.777167223,32805708.19322562
3043,Pirates of the Caribbean: On Stranger Tides,2011-11-18,True,Action,English,United States of America,PG-13,Johnny Depp,Rob Marshall,40000.0,54083,252,58000,6.7,448.0,136.0,197706778.4794554,205035676.2076601
3044,Priest,2011-03-29,True,Action,English,United States of America,PG-13,Josh Wingate,Scott Stewart,865.0,1417,124,20000,5.7,225.0,87.0,23896191.257278763,49208562.289838426
3045,Prom,2011-07-07,True,Comedy,English,United States of America,PG,Cameron Monaghan,Joe Nussbaum,1000.0,5190,18,0,5.4,83.0,104.0,8288553.268268678,6561141.638645124
3046,Puss in Boots,2011-01-30,True,Action,English,United States of America,PG,Salma Hayek,Chris Miller,4000.0,5046,50,16000,6.7,246.0,90.0,122393789.05929631,106618551.62798326
3047,Rango,2011-11-09,True,Adventure,English,United States of America,PG,Johnny Depp,Gore Verbinski,40000.0,43291,563,26000,7.2,362.0,107.0,101047481.34175345,110719265.15213646
3048,Real Steel,2011-03-12,True,Action,English,United States of America,PG-13,Hugh Jackman,Shawn Levy,20000.0,22254,189,36000,7.1,327.0,127.0,70092109.40703681,90215697.53137045
3049,Red Riding Hood,2011-04-17,True,Fantasy,English,United States of America,PG-13,Gary Oldman,Catherine Hardwicke,10000.0,15369,308,20000,5.4,291.0,100.0,30880476.502911504,34445993.6028869
3050,Rio,2011-10-05,True,Adventure,English,United States of America,G,Anne Hathaway,Carlos Saldanha,11000.0,12071,107,19000,7.0,240.0,96.0,117787569.91716558,73812843.43475763
3051,Rise of the Planet of the Apes,2011-03-12,True,Action,English,United States of America,PG-13,James Franco,Rupert Wyatt,11000.0,13118,81,47000,7.6,529.0,105.0,144952554.74452552,76273271.54924956
3052,Salvation Boulevard,2011-12-26,True,Action,English,United States of America,R,Jim Gaffigan,George Ratliff,472.0,561,3,1000,5.3,48.0,96.0,22508.816534076926,7381284.343475764
3053,Samsara,2011-12-17,True,Documentary,None,United States of America,PG-13,Collin Alfredo St. Dic,Ron Fricke,48.0,48,330,26000,8.5,115.0,102.0,2133885.8361354875,3280570.819322562
3054,Sanctum,2011-04-15,True,Adventure,English,United States of America,R,Ioan Gruffudd,Alister Grierson,2000.0,3892,24,11000,5.9,244.0,108.0,18920729.106864594,24604281.144919213
3055,Scream 4,2011-02-13,True,Horror,English,United States of America,R,Alison Brie,Wes Craven,2000.0,4486,0,26000,6.2,420.0,111.0,31310499.466907237,32805708.19322562
3056,Shame,2011-11-30,True,Drama,English,United Kingdom,NC-17,Michael Fassbender,Steve McQueen,13000.0,15230,0,23000,7.3,486.0,101.0,4454929.561779609,7238710.395901776
3057,Shark Night 3D,2011-03-20,True,Horror,English,United States of America,PG-13,Chris Zylka,David R. Ellis,963.0,4952,160,0,4.0,231.0,90.0,15468221.930615926,20503567.62076601
3058,Sherlock Holmes: A Game of Shadows,2011-01-27,True,Action,English,United States of America,PG-13,Robert Downey Jr.,Guy Ritchie,21000.0,22403,0,39000,7.5,382.0,129.0,153227810.21897808,102517838.10383005
3059,Sholem Aleichem: Laughing in the Darkness,2011-06-26,True,Documentary,English,United States of America,Unrated,Rachel Dratch,Joseph Dorman,399.0,660,0,287,6.8,29.0,93.0,743595.5056179775,410071.35241532023
3060,Silent House,2011-08-02,True,Drama,English,France,R,Eric Sheffer Stevens,Chris Kentis,120.0,218,9,0,5.3,218.0,86.0,12555230.0,2000000.0
3061,Snow Flower and the Secret Fan,2011-10-01,True,Drama,English,China,PG-13,Bingbing Li,Wayne Wang,974.0,2430,61,0,6.1,56.0,104.0,169107.68110117555,753541.6457349544
3062,Something Borrowed,2011-04-28,True,Comedy,English,United States of America,PG-13,Ashley Williams,Luke Greenfield,969.0,2371,42,13000,5.9,128.0,112.0,32007041.745263673,28704994.669072416
3063,Soul Surfer,2011-05-20,True,Biography,English,United States of America,PG,Dennis Quaid,Sean McNamara,2000.0,5024,80,15000,7.1,110.0,106.0,35966065.775444925,14762568.686951527
3064,Source Code,2011-09-20,True,Mystery,English,United States of America,PG-13,Jake Gyllenhaal,Duncan Jones,15000.0,16034,0,56000,7.5,522.0,93.0,44859265.15213647,26244566.554580495
3065,Spy Kids: All the Time in the World in 4D,2011-11-30,True,Action,English,United States of America,PG,Alexa PenaVega,Robert Rodriguez,2000.0,4311,0,0,3.6,76.0,89.0,31605327.647010576,22143853.030427292
3066,Straw Dogs,2011-01-12,True,Action,English,United States of America,R,Alexander SkarsgÃ¥rd,Rod Lurie,10000.0,11431,37,7000,5.8,190.0,110.0,8467514.967604361,20503567.62076601
3067,Sucker Punch,2011-03-14,True,Action,English,United States of America,PG-13,Jon Hamm,Zack Snyder,4000.0,7067,0,42000,6.1,435.0,128.0,29838198.96662019,67251701.79611252
